0_names,0_scores,0_pvals_adj,0_logfoldchanges,1_names,1_scores,1_pvals_adj,1_logfoldchanges,2_names,2_scores,2_pvals_adj,2_logfoldchanges,3_names,3_scores,3_pvals_adj,3_logfoldchanges,4_names,4_scores,4_pvals_adj,4_logfoldchanges,5_names,5_scores,5_pvals_adj,5_logfoldchanges,6_names,6_scores,6_pvals_adj,6_logfoldchanges,7_names,7_scores,7_pvals_adj,7_logfoldchanges
CEP97,-0.05132489,0.9999003804629129,1.2730247,KLHL32,-0.07914788,0.9996937181110113,1.074168,MAP7,-0.10204751,0.9996617578253437,1.417509,TLR9,-0.03724361,0.9998338017940898,0.6838967,GS1-124K5.3,0.042178556,0.9999189069433965,-2.409686,L3MBTL2,-0.033176977,1.0,,AP000769.1,-0.042176276,1.0,0.98172414,DLAT,0.06414547,0.9992640708997754,
C20orf196,-0.05135022,0.9999003804629129,,RNF175,-0.07914788,0.9996937181110113,1.0759641,RP11-452L6.1,-0.10204751,0.9996617578253437,1.409364,RP11-529K1.4,-0.03724361,0.9998338017940898,0.6987652,NAV1,0.042178556,0.9999189069433965,-2.515191,ZNFX1,-0.033435363,1.0,,MCF2L2,-0.042176276,1.0,0.9688068,APOLD1,0.06414547,0.9992640708997754,
C6orf211,-0.05140089,0.9999003804629129,,SMTN,-0.07914788,0.9996937181110113,1.1267228,ANKLE1,-0.10204751,0.9996617578253437,1.4059533,C19orf18,-0.03724361,0.9998338017940898,0.6976053,CCRL2,0.042178556,0.9999189069433965,-2.491743,B3GNTL1,-0.033487044,1.0,,ENKUR,-0.042176276,1.0,1.003389,TCF12,0.06392079,0.9992640708997754,
FCF1,-0.051451553,0.9999003804629129,-0.87386334,ATP9A,-0.07914788,0.9996937181110113,1.1150894,PRKAR2B,-0.10204751,0.9996617578253437,1.5008289,RP11-661A12.12,-0.03724361,0.9998338017940898,0.68312746,ATP6V1C2,0.042178556,0.9999189069433965,-2.4980507,ZFAND4,-0.033487044,1.0,2.7928395,EPS8L1,-0.042176276,1.0,0.98823375,PHF6,0.06392079,0.9992640708997754,
TRIP12,-0.051476885,0.9999003804629129,,CERCAM,-0.07914788,0.9996937181110113,1.0757405,ARHGEF11,-0.10204751,0.9996617578253437,1.4185454,RP11-661A12.14,-0.03724361,0.9998338017940898,0.687292,ZNF2,0.042178556,0.9999189069433965,-2.433819,H2AFX,-0.03353872,1.0,,U47924.31,-0.042176276,1.0,0.9801186,PLAA,0.06347144,0.9992640708997754,
ERLIN1,-0.05150222,0.9999003804629129,1.2487277,AC137932.6,-0.07914788,0.9996937181110113,1.1158519,ASAH2,-0.10204751,0.9996617578253437,1.3994155,AC008174.3,-0.03724361,0.9998338017940898,0.6904887,ZNF347,0.042178556,0.9999189069433965,-2.4227753,C9orf69,-0.0335904,1.0,,TIFAB,-0.042176276,1.0,0.969242,AASDH,0.06347144,0.9992640708997754,
RANBP10,-0.05150222,0.9999003804629129,1.2890347,VSIG8,-0.07914788,0.9996937181110113,1.0716527,HYKK,-0.10204751,0.9996617578253437,1.4171883,CDH1,-0.03724361,0.9998338017940898,0.7082884,PITPNM2,0.042178556,0.9999189069433965,-2.465541,MDN1,-0.033693753,1.0,2.4317276,RSPH9,-0.042176276,1.0,1.0268947,KMT2D,0.06347144,0.9992640708997754,
AK9,-0.051527552,0.9999003804629129,,DYNC2H1,-0.07914788,0.9996937181110113,1.0727124,GLB1L,-0.10204751,0.9996617578253437,1.410001,RP11-884K10.7,-0.03724361,0.9998338017940898,0.6830415,RP11-229P13.20,0.042178556,0.9999189069433965,-2.4544675,CCDC86,-0.033693753,1.0,1.8324828,RNF217,-0.042176276,1.0,0.9864878,TSPAN2,0.06347144,0.9992640708997754,
MKLN1,-0.051527552,0.9999003804629129,,SCN1B,-0.07914788,0.9996937181110113,1.1586382,UBE2C,-0.10204751,0.9996617578253437,1.4865946,KHDRBS2,-0.03724361,0.9998338017940898,0.6847257,RP11-326C3.15,0.042178556,0.9999189069433965,-2.4732423,CDC16,-0.033848785,1.0,,CDK1,-0.042176276,1.0,1.013774,TARBP2,0.06324676,0.9992640708997754,
ZCCHC18,-0.052008882,0.9999003804629129,1.5141066,RP11-876N24.2,-0.07914788,0.9996937181110113,1.0720828,AGRN,-0.10204751,0.9996617578253437,1.4384943,TGM2,-0.03724361,0.9998338017940898,0.6862021,CDK3,0.042178556,0.9999189069433965,-2.4064996,ANKRD50,-0.033900462,1.0,0.762279,CYSLTR2,-0.042176276,1.0,0.97822607,GPR82,0.06324676,0.9992640708997754,
PNPLA4,-0.05205955,0.9999003804629129,,GPR55,-0.07914788,0.9996937181110113,1.1278,MIR4453,-0.10204751,0.9996617578253437,1.4063576,RP11-477N3.1,-0.03724361,0.9998338017940898,0.682914,THBS3,0.042178556,0.9999189069433965,-2.4456692,RP5-1115A15.1,-0.033900462,1.0,0.75933766,SLC35F3,-0.042176276,1.0,0.9690546,MDM1,0.06324676,0.9992640708997754,
ASXL2,-0.052110214,0.9999003804629129,,RP11-502I4.3,-0.07914788,0.9996937181110113,1.0894685,RP11-506M13.3,-0.10204751,0.9996617578253437,1.413416,SOX12,-0.03724361,0.9998338017940898,0.6916399,PPT2,0.042178556,0.9999189069433965,-2.4402673,RP5-1098D14.1,-0.033900462,1.0,0.7556542,CCDC149,-0.042176276,1.0,0.9753582,MICB,0.06302208,0.9992640708997754,
GPATCH11,-0.052110214,0.9999003804629129,-4.5638866,PPIL6,-0.07914788,0.9996937181110113,1.0753411,PROK2,-0.10204751,0.9996617578253437,1.4058623,AC004540.4,-0.03724361,0.9998338017940898,0.68444675,ZSCAN12,0.042178556,0.9999189069433965,-2.5108752,SUOX,-0.033900462,1.0,0.7715624,PPFIBP1,-0.042176276,1.0,0.97594386,PRPF3,0.06302208,0.9992640708997754,
ARHGEF9,-0.052262213,0.9999003804629129,,UGT2B17,-0.07914788,0.9996937181110113,1.113738,AXIN2,-0.10204751,0.9996617578253437,1.4052914,PGF,-0.03724361,0.9998338017940898,0.6838205,ZNF808,0.042178556,0.9999189069433965,-2.5131094,TSPAN7,-0.033900462,1.0,0.7726375,TMTC1,-0.042176276,1.0,0.97417206,PIGU,0.06302208,0.9992640708997754,
VEZT,-0.05256621,0.9999003804629129,,PHYHD1,-0.07914788,0.9996937181110113,1.0741845,HOXA9,-0.10204751,0.9996617578253437,1.4135699,ARC,-0.03724361,0.9998338017940898,0.68634206,ZZEF1,0.041873652,0.9999189069433965,,KRT8,-0.033900462,1.0,0.79206306,RP11-128M1.1,-0.042176276,1.0,0.9761734,RP11-468E2.4,0.06302208,0.9992640708997754,
IRS2,-0.053123537,0.9999003804629129,,SGSM1,-0.07914788,0.9996937181110113,1.0882465,KCNMA1,-0.10204751,0.9996617578253437,1.420133,AC004540.5,-0.03724361,0.9998338017940898,0.6824341,PPP6R2,0.041772015,0.9999189069433965,,INTU,-0.033900462,1.0,0.77119696,ORC1,-0.042176276,1.0,0.9980883,STRIP1,0.06302208,0.9992640708997754,
CDADC1,-0.053300872,0.9999003804629129,,RP1-202O8.3,-0.07914788,0.9996937181110113,1.0721768,ACRC,-0.10204751,0.9996617578253437,1.4142929,AC083843.2,-0.03724361,0.9998338017940898,0.6828611,CENPJ,0.041772015,0.9999189069433965,-1.4409763,ITIH4,-0.033900462,1.0,0.7558451,CYB5RL,-0.042176276,1.0,0.977105,KCTD13,0.0627974,0.9992640708997754,
AARS,-0.053528868,0.9999003804629129,,UBXN10-AS1,-0.07914788,0.9996937181110113,1.0751815,BRCA2,-0.10204751,0.9996617578253437,1.4070978,DPEP3,-0.03724361,0.9998338017940898,0.68797666,RP11-734K2.4,0.041670382,0.9999189069433965,-1.2944157,LAMA5,-0.033900462,1.0,0.7535978,RNASE1,-0.042176276,1.0,0.9726016,P4HA1,0.0627974,0.9992640708997754,
ZMYM3,-0.053680867,0.9999003804629129,,GPR63,-0.07914788,0.9996937181110113,1.0801473,ZNF513,-0.10204751,0.9996617578253437,1.4133658,TMEM144,-0.03724361,0.9998338017940898,0.69366,SLC35E4,0.041670382,0.9999189069433965,-1.3975754,ZNF286B,-0.033900462,1.0,0.75353104,ARHGAP5-AS1,-0.042176276,1.0,0.97435,PIGG,0.0627974,0.9992640708997754,
PIP4K2A,-0.0537062,0.9999003804629129,,C1orf186,-0.07914788,0.9996937181110113,1.0843266,PRSS36,-0.10204751,0.9996617578253437,1.4068881,RP11-505P4.6,-0.03724361,0.9998338017940898,0.6843419,RP11-98D18.9,0.041670382,0.9999189069433965,-1.670906,TNKS1BP1,-0.033900462,1.0,0.75320154,RP11-545I5.3,-0.042176276,1.0,1.0093085,CPNE2,0.062572725,0.9992640708997754,
TRIM28,-0.054060865,0.9999003804629129,,KIAA1671,-0.07914788,0.9996937181110113,1.0752611,RPS10P7,-0.10204751,0.9996617578253437,1.4259379,NPHP1,-0.03724361,0.9998338017940898,0.6879517,WDR19,0.041670382,0.9999189069433965,-1.1823583,DMD,-0.033900462,1.0,0.7635526,SFTPD,-0.042176276,1.0,0.9721973,SRD5A1,0.061449334,0.9992640708997754,
NOM1,-0.054086197,0.9999003804629129,,LINC00623,-0.07914788,0.9996937181110113,1.1024929,FANK1,-0.10204751,0.9996617578253437,1.416592,CCDC26,-0.03724361,0.9998338017940898,0.69391835,SF3B3,0.04146711,0.9999189069433965,,C1QTNF4,-0.033900462,1.0,0.7663129,RBBP9,-0.042176276,1.0,0.9689542,NCLN,0.061449334,0.9992640708997754,
SPICE1,-0.054212864,0.9999003804629129,,ZNF571-AS1,-0.07914788,0.9996937181110113,1.1343396,HIST1H4H,-0.10204751,0.9996617578253437,1.4008349,TNFRSF21,-0.03724361,0.9998338017940898,0.68261075,TOR1A,0.04106057,0.9999189069433965,,OTOA,-0.033900462,1.0,0.7531266,TRIP10,-0.042176276,1.0,1.053655,CYTIP,0.061449334,0.9992640708997754,
RPUSD4,-0.054238196,0.9999003804629129,,KDM4A-AS1,-0.07914788,0.9996937181110113,1.0873395,C19orf35,-0.10204751,0.9996617578253437,1.4267219,AC139100.2,-0.03724361,0.9998338017940898,0.68696976,ZNF585B,0.040958934,0.9999189069433965,,COL4A3,-0.033900462,1.0,0.75504833,RP11-443B7.1,-0.042176276,1.0,0.9766476,EXT2,0.061224658,0.9992640708997754,
AP4B1,-0.054390196,0.9999003804629129,2.3364542,CABP4,-0.07914788,0.9996937181110113,1.0856857,HIST1H3A,-0.10204751,0.9996617578253437,1.4091692,CTD-2319I12.2,-0.03724361,0.9998338017940898,0.69794863,RP11-102N12.3,0.040908117,0.9999189069433965,,RP11-261C10.3,-0.033900462,1.0,0.7613225,CHGB,-0.042176276,1.0,0.9854365,GIGYF2,0.06099998,0.9992640708997754,
DUS1L,-0.054491527,0.9999003804629129,,GREM2,-0.07914788,0.9996937181110113,1.0713061,HOOK1,-0.10204751,0.9996617578253437,1.409321,CELSR2,-0.03724361,0.9998338017940898,0.68591094,ZNF3,0.04065403,0.9999189069433965,,RP11-89F3.2,-0.033900462,1.0,0.7530125,CD1A,-0.042176276,1.0,0.97615373,SF3A2,0.06099998,0.9992640708997754,
STIM2,-0.05477019,0.9999003804629129,,FCGBP,-0.07914788,0.9996937181110113,1.0862547,RCAN1,-0.10204751,0.9996617578253437,1.4194677,DNAJC5B,-0.03724361,0.9998338017940898,0.6966688,DHRS3,0.040349126,0.9999189069433965,,NBPF20,-0.033900462,1.0,0.75578016,MMP14,-0.042176276,1.0,0.97428924,CASP7,0.060775302,0.9992640708997754,
ZNF124,-0.05477019,0.9999003804629129,,RP11-22P6.3,-0.07914788,0.9996937181110113,1.0933869,RP5-1021I20.1,-0.10204751,0.9996617578253437,1.4239695,FKBP9,-0.03724361,0.9998338017940898,0.68613374,RNF41,0.040298305,0.9999189069433965,,RP11-336K24.12,-0.033900462,1.0,0.7536988,UHRF1BP1,-0.042176276,1.0,0.9778112,MFN2,0.05987659,0.9992640708997754,
NUP37,-0.05515019,0.9999003804629129,,POLN,-0.07914788,0.9996937181110113,1.08576,RP11-135A24.4,-0.10204751,0.9996617578253437,1.4113098,RP11-707M3.3,-0.03724361,0.9998338017940898,0.68259174,WIZ,0.039942585,0.9999189069433965,,TRNP1,-0.033900462,1.0,0.754463,RP11-385F5.5,-0.042176276,1.0,0.9854717,OSER1-AS1,0.059651915,0.9992640708997754,
ALCAM,-0.05547952,0.9999003804629129,0.72302485,LRRC1,-0.07914788,0.9996937181110113,1.0967102,VENTX,-0.10204751,0.9996617578253437,1.4082477,ADAMTSL5,-0.03724361,0.9998338017940898,0.6823031,CC2D1B,0.039942585,0.9999189069433965,,C1orf213,-0.033900462,1.0,0.7672293,FITM1,-0.042176276,1.0,0.96869874,SLC37A3,0.059651915,0.9992640708997754,
NSUN3,-0.05550485,0.9999003804629129,,ZBTB26,-0.07914788,0.9996937181110113,1.0975597,GRAMD1B,-0.10204751,0.9996617578253437,1.4249547,GNA11,-0.03724361,0.9998338017940898,0.6913882,GMDS-AS1,0.039942585,0.9999189069433965,,CTB-118N6.3,-0.033900462,1.0,0.75846195,USP46-AS1,-0.042176276,1.0,0.9741709,PUS1,0.059427235,0.9992640708997754,
FGFR1OP,-0.05555552,0.9999003804629129,,NEURL4,-0.07914788,0.9996937181110113,1.0789189,CDKN2B,-0.10204751,0.9996617578253437,1.44353,ZNF578,-0.03724361,0.9998338017940898,0.68291694,SCAMP4,0.03989177,0.9999189069433965,,LRP3,-0.033900462,1.0,0.7534528,BFSP1,-0.042176276,1.0,0.9679739,KIAA0947,0.059427235,0.9992640708997754,
GP1BA,-0.055606183,0.9999003804629129,0.8847692,RP11-343H5.6,-0.07914788,0.9996937181110113,1.0822277,PLLP,-0.10204751,0.9996617578253437,1.4016262,RP11-163N6.2,-0.03724361,0.9998338017940898,0.68239856,POLR2K,0.03979013,0.9999189069433965,,C1orf101,-0.033900462,1.0,0.75806624,TSKS,-0.042176276,1.0,0.9759264,STAMBPL1,0.059427235,0.9992640708997754,
GEMIN5,-0.05573285,0.9999003804629129,0.792027,RP11-92K15.3,-0.07914788,0.9996937181110113,1.0713248,TMEM201,-0.10204751,0.9996617578253437,1.4397984,ARHGAP42,-0.03724361,0.9998338017940898,0.683225,CPSF2,0.039688498,0.9999189069433965,,RAB23,-0.033900462,1.0,0.7559847,PBLD,-0.042176276,1.0,0.9785889,SLC16A7,0.059427235,0.9992640708997754,
IL17RC,-0.05573285,0.9999003804629129,0.9123789,STS,-0.07914788,0.9996937181110113,1.0865257,BZRAP1,-0.10204751,0.9996617578253437,1.4055687,RP13-131K19.6,-0.03724361,0.9998338017940898,0.6921337,ITSN2,0.039637677,0.9999189069433965,,AP001046.6,-0.033900462,1.0,0.7633986,RP11-862L9.3,-0.042176276,1.0,0.97403085,CHCHD4,0.05920256,0.9992640708997754,
CLEC17A,-0.05573285,0.9999003804629129,0.85339856,DCHS1,-0.07914788,0.9996937181110113,1.0727642,TMIE,-0.10204751,0.9996617578253437,1.4069412,C19orf77,-0.03724361,0.9998338017940898,0.68659675,POLA2,0.039536044,0.9999189069433965,,AC013449.1,-0.033900462,1.0,0.79530555,RP11-504P24.8,-0.042176276,1.0,0.97460115,PTER,0.05920256,0.9992640708997754,
RP11-649E7.5,-0.05573285,0.9999003804629129,0.9372882,PVALB,-0.07914788,0.9996937181110113,1.1497664,DNAAF1,-0.10204751,0.9996617578253437,1.4127314,RP11-540O11.6,-0.03724361,0.9998338017940898,0.6823506,ATRIP,0.039536044,0.9999189069433965,-1.2830614,PPP1R32,-0.033900462,1.0,0.7596752,AC108488.4,-0.042176276,1.0,0.97334397,PIP4K2A,0.05920256,0.9992640708997754,
MANEA-AS1,-0.05573285,0.9999003804629129,0.9766017,CCNF,-0.07914788,0.9996937181110113,1.1301697,MAP4K3,-0.10204751,0.9996617578253437,1.4035834,FOXN3-AS1,-0.03724361,0.9998338017940898,0.6930717,MAMDC4,0.03943441,0.9999189069433965,,ZRSR1,-0.033900462,1.0,0.75741696,HSPA2,-0.042176276,1.0,0.9824502,SP1,0.05920256,0.9992640708997754,
SWT1,-0.055859514,0.9999003804629129,0.9616207,DOK4,-0.07914788,0.9996937181110113,1.0776497,CARNS1,-0.10204751,0.9996617578253437,1.4196465,BCL2L15,-0.03724361,0.9998338017940898,0.686327,APOO,0.03943441,0.9999189069433965,,RP11-342I1.2,-0.033900462,1.0,0.75572944,VAV3-AS1,-0.042176276,1.0,0.9704173,SLC25A32,0.05897788,0.9992640708997754,
DNAL1,-0.055859514,0.9999003804629129,0.9643087,AC083949.1,-0.07914788,0.9996937181110113,1.0727402,SLC22A4,-0.10204751,0.9996617578253437,1.4243326,RP11-290D2.3,-0.03724361,0.9998338017940898,0.6860533,GRWD1,0.03943441,0.9999189069433965,,FAM92A1,-0.033900462,1.0,0.8019793,SLC4A8,-0.042176276,1.0,1.0160273,ZFYVE28,0.05897788,0.9992640708997754,
RP11-973H7.4,-0.055859514,0.9999003804629129,0.96076125,STK33,-0.07914788,0.9996937181110113,1.074495,RFPL2,-0.10204751,0.9996617578253437,1.4212184,RP1-265C24.8,-0.03724361,0.9998338017940898,0.69202995,SEPSECS,0.03943441,0.9999189069433965,,CTA-373H7.7,-0.033900462,1.0,0.7563588,TIGD2,-0.042176276,1.0,0.9857776,UPF2,0.058528524,0.9992640708997754,
NUDT6,-0.055859514,0.9999003804629129,0.9726892,C8orf37,-0.07914788,0.9996937181110113,1.0725955,KRT72,-0.10204751,0.9996617578253437,1.4025483,INHBA-AS1,-0.03724361,0.9998338017940898,0.6866783,EIF4A1,0.039332774,0.9999189069433965,,RP13-314C10.5,-0.033900462,1.0,0.7746996,RP11-73O6.3,-0.042176276,1.0,0.99925786,PPP1R35,0.057966832,0.9992640708997754,
TMEM182,-0.055859514,0.9999003804629129,0.9563895,CTD-2162K18.4,-0.07914788,0.9996937181110113,1.1194648,PRRT1,-0.10204751,0.9996617578253437,1.4221021,C7orf25,-0.03724361,0.9998338017940898,0.68247914,FARSA,0.03923114,0.9999189069433965,,SH3D21,-0.033900462,1.0,0.7918273,C12orf60,-0.042176276,1.0,0.9687073,FAHD2A,0.057629816,0.9992640708997754,
C20orf201,-0.055859514,0.9999003804629129,0.9637274,RP11-407G23.3,-0.07914788,0.9996937181110113,1.0784972,ZNF367,-0.10204751,0.9996617578253437,1.4382699,RP13-131K19.7,-0.03724361,0.9998338017940898,0.6850334,ZNF100,0.039129503,0.9999189069433965,0.08959918,TGFBR3L,-0.033900462,1.0,0.8020997,CTD-2630F21.1,-0.042176276,1.0,0.99811023,VPS37B,0.057405137,0.9992640708997754,
TRIM32,-0.055859514,0.9999003804629129,0.9513282,PDGFRB,-0.07914788,0.9996937181110113,1.0962559,ZNF80,-0.10204751,0.9996617578253437,1.4054621,COLCA2,-0.03724361,0.9998338017940898,0.6842156,NAPA-AS1,0.039129503,0.9999189069433965,-3.1473722,VIL1,-0.033900462,1.0,0.7789222,AC024592.12,-0.042176276,1.0,0.9807906,HIF1A,0.057292797,0.9992640708997754,
CHAF1B,-0.055859514,0.9999003804629129,0.95710087,C1R,-0.07914788,0.9996937181110113,1.0803497,RPH3A,-0.10204751,0.9996617578253437,1.4310219,CTD-2545M3.2,-0.03724361,0.9998338017940898,0.6876319,USP40,0.039129503,0.9999189069433965,0.34896442,RP11-403I13.4,-0.033900462,1.0,0.76004165,RP11-175O19.4,-0.042176276,1.0,0.96953505,PDK1,0.05605707,0.9992640708997754,
ZFYVE20,-0.05588485,0.9999003804629129,0.3417607,ZNF239,-0.07914788,0.9996937181110113,1.0714569,HAR1B,-0.10204751,0.9996617578253437,1.4092213,RP13-131K19.2,-0.03724361,0.9998338017940898,0.68857867,POLG,0.039129503,0.9999189069433965,,RP11-517I3.1,-0.033900462,1.0,0.7544424,AP001046.5,-0.042176276,1.0,0.9787364,PCCB,0.055832393,0.9992640708997754,
C4orf46,-0.05588485,0.9999003804629129,-1.1816776,APBB2,-0.07914788,0.9996937181110113,1.0753167,SPATA7,-0.10204751,0.9996617578253437,1.4602157,PROC,-0.03724361,0.9998338017940898,0.6973647,REXO1,0.03902787,0.9999189069433965,,RP11-96D1.11,-0.033900462,1.0,0.7760102,WDHD1,-0.042176276,1.0,0.98564863,BRCC3,0.055607717,0.9992640708997754,
SLC6A16,-0.056112844,0.9999003804629129,1.0240269,CCNJL,-0.07914788,0.9996937181110113,1.1020658,ST6GALNAC1,-0.10204751,0.9996617578253437,1.4041815,NPAS2,-0.03724361,0.9998338017940898,0.6832034,DNASE1,0.03902787,0.9999189069433965,1.5413889,AC010894.5,-0.033900462,1.0,0.77563566,RP11-488L18.8,-0.042176276,1.0,0.9682439,NNT-AS1,0.055607717,0.9992640708997754,
NUP85,-0.056112844,0.9999003804629129,,KANK3,-0.07914788,0.9996937181110113,1.0736624,LL22NC03-75H12.2,-0.10204751,0.9996617578253437,1.3994852,RP11-532F12.5,-0.03724361,0.9998338017940898,0.6830159,ZNF518B,0.038926233,0.9999189069433965,-0.6216439,TTC4,-0.033900462,1.0,0.76045483,SRXN1,-0.042176276,1.0,0.9744395,METTL17,0.055495378,0.9992640708997754,
ZNF267,-0.056670174,0.9999003804629129,,TNIP3,-0.07914788,0.9996937181110113,1.072227,PDZD7,-0.10204751,0.9996617578253437,1.4289793,Y_RNA,-0.03724361,0.9998338017940898,0.6835566,FLCN,0.038926233,0.9999189069433965,,RP11-95P2.1,-0.033900462,1.0,0.75472414,RIN2,-0.042176276,1.0,0.99167573,PDK3,0.055383038,0.9992640708997754,
SETD4,-0.057176836,0.9999003804629129,,DLL3,-0.07914788,0.9996937181110113,1.0716982,SLC46A1,-0.10204751,0.9996617578253437,1.4017047,LINC01119,-0.03724361,0.9998338017940898,0.6924042,AC002310.12,0.038926233,0.9999189069433965,0.14585851,AC007879.7,-0.033900462,1.0,0.7620343,ZFP30,-0.042176276,1.0,0.9797354,P2RX1,0.055383038,0.9992640708997754,
RBM14,-0.057303503,0.9999003804629129,,CCDC13,-0.07914788,0.9996937181110113,1.0755808,MARVELD1,-0.10204751,0.9996617578253437,1.411535,SEMA5A,-0.03724361,0.9998338017940898,0.6897815,RC3H1,0.038875416,0.9999189069433965,,BDNF-AS,-0.033900462,1.0,0.7581969,CCDC96,-0.042176276,1.0,0.9821586,CLCN7,0.055383038,0.9992640708997754,
YARS,-0.057430167,0.9999003804629129,,RP11-196G18.24,-0.07914788,0.9996937181110113,1.083388,LINC00694,-0.10204751,0.9996617578253437,1.3981956,TRIM31,-0.03724361,0.9998338017940898,0.6825395,ZNF691,0.0388246,0.9999189069433965,1.0640247,ADORA2B,-0.033900462,1.0,0.75612533,POLE2,-0.042176276,1.0,1.0065562,PAK1IP1,0.05515836,0.9992640708997754,
DCAF15,-0.057455502,0.9999003804629129,,AC079807.2,-0.07914788,0.9996937181110113,1.080091,CHST10,-0.10204751,0.9996617578253437,1.4004967,RP11-317J10.2,-0.03724361,0.9998338017940898,0.6845362,UBA7,0.0388246,0.9999189069433965,,SGMS2,-0.033900462,1.0,0.76827323,AC022400.2,-0.042176276,1.0,0.97428966,TRAFD1,0.05515836,0.9992640708997754,
PORCN,-0.0576075,0.9999003804629129,2.9434142,RP11-761I4.3,-0.07914788,0.9996937181110113,1.0887325,ZFR2,-0.10204751,0.9996617578253437,1.4183502,CTD-2587H19.1,-0.03724361,0.9998338017940898,0.68525255,RNF20,0.038773783,0.9999189069433965,,ADAM23,-0.033900462,1.0,0.7579914,PWAR6,-0.042176276,1.0,0.9738168,RUSC1,0.05515836,0.9992640708997754,
RAB30-AS1,-0.057784833,0.9999003804629129,,GNAO1,-0.07914788,0.9996937181110113,1.072325,KCNC3,-0.10204751,0.9996617578253437,1.4258507,LINGO3,-0.03724361,0.9998338017940898,0.68504125,LZTR1,0.03862133,0.9999189069433965,1.4852848,RP11-803B1.8,-0.033900462,1.0,0.7598176,C2orf44,-0.042176276,1.0,0.968608,PDE7A,0.054933682,0.9992640708997754,
FAM103A1,-0.05793683,0.9999003804629129,,WDR62,-0.07914788,0.9996937181110113,1.1207021,WDFY3,-0.10204751,0.9996617578253437,1.4476228,RP11-417F21.1,-0.03724361,0.9998338017940898,0.69220483,LEAP2,0.03862133,0.9999189069433965,0.7145185,NRP2,-0.033900462,1.0,0.764392,DIRAS1,-0.042176276,1.0,0.9873732,C1orf174,0.054709006,0.9992640708997754,
KIAA0430,-0.058139496,0.9999003804629129,,CCDC73,-0.07914788,0.9996937181110113,1.0781643,HSPA1L,-0.10204751,0.9996617578253437,1.4032995,RP4-773N10.4,-0.03724361,0.9998338017940898,0.70904565,SNRNP200,0.038570512,0.9999189069433965,,ZFP2,-0.033900462,1.0,0.7547758,FAM179A,-0.042176276,1.0,0.96768534,UBL3,0.054484326,0.9992640708997754,
TNFAIP1,-0.05826616,0.9999003804629129,,OAZ3,-0.07914788,0.9996937181110113,1.1052618,KLHL3,-0.10204751,0.9996617578253437,1.417542,CTD-3093M3.1,-0.03724361,0.9998338017940898,0.69393754,ESYT1,0.03831642,0.9999189069433965,,RP11-54O7.11,-0.033900462,1.0,0.7681613,ELANE,-0.042176276,1.0,0.9938293,MRPS28,0.05336094,0.9992640708997754,
DHX57,-0.058291495,0.9999003804629129,,NRCAM,-0.07914788,0.9996937181110113,1.073658,CXCL3,-0.10204751,0.9996617578253437,1.4450439,RAB15,-0.03724361,0.9998338017940898,0.68285537,CNOT1,0.03831642,0.9999189069433965,,KCNH2,-0.033900462,1.0,0.7725787,NT5DC3,-0.042176276,1.0,0.98770297,LIPT1,0.05223755,0.9992640708997754,
AP001816.1,-0.058367494,0.9999003804629129,,CTD-2623N2.11,-0.07914788,0.9996937181110113,1.07401,NPIPA5,-0.10204751,0.9996617578253437,1.4089018,MYO10,-0.03724361,0.9998338017940898,0.6823995,CTR9,0.038062334,0.9999189069433965,,RP11-568N6.1,-0.033900462,1.0,0.7588334,PDK4,-0.042176276,1.0,0.97412777,CHD1L,0.05223755,0.9992640708997754,
IP6K1,-0.05915282,0.9999003804629129,,RP11-457M11.5,-0.07914788,0.9996937181110113,1.085315,AVIL,-0.10204751,0.9996617578253437,1.4327898,RP11-452H21.4,-0.03724361,0.9998338017940898,0.68249565,B3GALT6,0.038011517,0.9999189069433965,,SYCP2,-0.033900462,1.0,0.7529717,PINLYP,-0.042176276,1.0,1.0024852,SEC23IP,0.05223755,0.9992640708997754,
HARS2,-0.05950748,0.9999003804629129,,XXbac-B476C20.9,-0.07914788,0.9996937181110113,1.0857978,CTD-2369P2.2,-0.10204751,0.9996617578253437,1.4115568,RP11-46D6.1,-0.03724361,0.9998338017940898,0.6920587,MTMR4,0.038011517,0.9999189069433965,,LNP1,-0.033900462,1.0,0.7666108,SGCE,-0.042176276,1.0,0.96795124,RP5-1073O3.7,0.052012872,0.9992640708997754,
SFT2D3,-0.05965948,0.9999003804629129,,RP11-483P21.2,-0.07914788,0.9996937181110113,1.0813167,BIRC5,-0.10204751,0.9996617578253437,1.4724462,AC008440.5,-0.03724361,0.9998338017940898,0.68453753,TSFM,0.03775743,0.9999189069433965,,DDTL,-0.033900462,1.0,0.7551537,RP11-486G15.2,-0.042176276,1.0,0.97532195,RAB11FIP4,0.052012872,0.9992640708997754,
KPNB1,-0.059684817,0.9999003804629129,,RP5-894D12.3,-0.07914788,0.9996937181110113,1.0934447,LY6G6F,-0.10204751,0.9996617578253437,1.4480698,C15orf52,-0.03724361,0.9998338017940898,0.69170225,TXNDC15,0.03775743,0.9999189069433965,,RGPD2,-0.033900462,1.0,0.7593843,HIST2H2AB,-0.042176276,1.0,0.9805623,APPBP2,0.051788196,0.9992640708997754,
